Instrument,Committee Name,Committee Position of the Director,Committee Start Date,LEI,Company Name,Officer Rank,Officer Full Name,Officer First Name,Officer Middle Name,Officer Last Name,Officer Start Date,Director Start Date,Position Start Date,Position Description
GAW.L,Audit,Member,2023-04-12,213800RP9QJQYGWHNT41,Games Workshop Group PLC,6,Mr. Mark Lam,Mark,,Lam,NaT,2023-04-12 00:00:00,2023-05-18 00:00:00,Senior Independent Non-Executive Director
GCPI.L,Audit,Member,2021-12-17,213800W64MNATSIV5Z47,GCP Infrastructure Investments Ltd,3,Ms. Julia Chapman,Julia,,Chapman,NaT,2015-10-01 00:00:00,2020-02-13 00:00:00,Senior Non-Executive Independent Director
GCPI.L,Audit,Member,2020-02-01,213800W64MNATSIV5Z47,GCP Infrastructure Investments Ltd,4,Ms. Dawn Crichard,Dawn,,Crichard,NaT,2019-09-16 00:00:00,2019-09-16 00:00:00,Non-Executive Independent Director
GCPI.L,Audit,Chairman,2021-02-10,213800W64MNATSIV5Z47,GCP Infrastructure Investments Ltd,6,Mr. Steven Peter Wilderspin,Steven,Peter,Wilderspin,NaT,2021-02-10 00:00:00,2021-02-10 00:00:00,Non-Executive Independent Director
GENG.L,Audit,Member,2022-11-01,2138005IF1N2RKJ6KO18,Genuit Group PLC,1,Mr. Kevin James Boyd,Kevin,James,Boyd,NaT,2020-09-22 00:00:00,2022-11-01 00:00:00,Non-Executive Independent Chairman of the Board
GENG.L,Audit,Member,2023-07-03,2138005IF1N2RKJ6KO18,Genuit Group PLC,7,Ms. Bronagh Kennedy,Bronagh,,Kennedy,NaT,2023-07-03 00:00:00,2023-07-03 00:00:00,Non-Executive Director
GENG.L,Audit,Member,,2138005IF1N2RKJ6KO18,Genuit Group PLC,8,"Dr. Louise Brooke-Smith, OBE",Louise,,Brooke-Smith,NaT,2019-09-24 00:00:00,2019-09-24 00:00:00,Non-Executive Independent Director
GENG.L,Audit,Chairman,2023-03-07,2138005IF1N2RKJ6KO18,Genuit Group PLC,9,Mr. Shatish D. Dasani,Shatish,D.,Dasani,NaT,2023-03-01 00:00:00,2023-03-01 00:00:00,Non-Executive Independent Director
GENG.L,Audit,Member,,2138005IF1N2RKJ6KO18,Genuit Group PLC,11,Ms. Lisa Scenna,Lisa,,Scenna,NaT,2019-09-24 00:00:00,2023-03-08 00:00:00,Non-Executive Senior Independent Director
GNS.L,Audit,Member,2021-04-01,54930022EOITNKSIGH56,Genus PLC,11,Prof. Jason Chin,Jason,,Chin,NaT,2021-04-01 00:00:00,2021-04-01 00:00:00,Non-Executive Independent Director
GNS.L,Audit,Chairman,2016-11-01,54930022EOITNKSIGH56,Genus PLC,12,Ms. Lysanne Gray,Lysanne,,Gray,NaT,2016-04-01 00:00:00,2016-04-01 00:00:00,Non-Executive Independent Director
GNS.L,Audit,Member,2018-06-01,54930022EOITNKSIGH56,Genus PLC,13,Ms. Lesley Mary Samuel Knox,Lesley,Mary Samuel,Knox,NaT,2018-06-01 00:00:00,2018-06-01 00:00:00,Senior Non-Executive Independent Director
GLEN.L,Audit,Member,,2138002658CPO9NBH955,Glencore PLC,7,"Mr. Martin J. Gilbert, M.D.",Martin,J.,Gilbert,NaT,2017-05-05 00:00:00,2022-12-02 00:00:00,Non-Executive Independent Director
GLEN.L,Audit,Chairman,2023-04-01,2138002658CPO9NBH955,Glencore PLC,8,Ms. Liz Hewitt,Liz,,Hewitt,NaT,2022-07-18 00:00:00,2022-07-18 00:00:00,Independent Non-Executive Director
GLEN.L,Audit,Member,2023-04-01,2138002658CPO9NBH955,Glencore PLC,9,Ms. Gill Marcus,Gill,,Marcus,NaT,2018-01-01 00:00:00,2022-12-02 00:00:00,Senior Non-Executive Independent Director
GLEN.L,Audit,Member,2021-09-15,2138002658CPO9NBH955,Glencore PLC,10,Mr. David Wormsley,David,,Wormsley,NaT,2021-09-15 00:00:00,2021-09-15 00:00:00,Independent Non-Executive Director
GSCT.L,Audit,Member,2019-01-01,2138008RRULYQP8VP386,Global Smaller Companies Trust PLC,1,Mrs. Anja M. Balfour,Anja,M.,Balfour,NaT,2015-06-01 00:00:00,2020-07-30 00:00:00,Independent Non-Executive Chairman of the Board
GSCT.L,Audit,Member,,2138008RRULYQP8VP386,Global Smaller Companies Trust PLC,2,Mr. Nick A. C. Bannerman,Nick,A. C.,Bannerman,NaT,2019-10-01 00:00:00,2019-10-01 00:00:00,Non-Executive Independent Director
GSCT.L,Audit,Chairman,2019-01-01,2138008RRULYQP8VP386,Global Smaller Companies Trust PLC,3,Ms. Josephine (Jo) Dixon,Josephine,,Dixon,NaT,2015-02-11 00:00:00,2020-07-30 00:00:00,Senior Non-Executive Independent Director
GSCT.L,Audit,Member,2019-10-01,2138008RRULYQP8VP386,Global Smaller Companies Trust PLC,4,Mr. Graham Oldroyd,Graham,,Oldroyd,NaT,2019-10-01 00:00:00,2019-10-01 00:00:00,Non-Executive Independent Director
GSCT.L,Audit,Member,2019-01-01,2138008RRULYQP8VP386,Global Smaller Companies Trust PLC,5,Mr. David Stileman,David,,Stileman,NaT,2015-06-01 00:00:00,2015-06-01 00:00:00,Non-Executive Independent Director
GFTU_U.L,Audit,Member,2017-01-19,635400BE9SBAG61DJ963,Grafton Group PLC,5,Mr. Vincent Conor Crowley,Vincent,Conor,Crowley,NaT,2016-10-14 00:00:00,2016-10-14 00:00:00,Non-Executive Independent Director
GFTU_U.L,Audit,Member,2022-08-25,635400BE9SBAG61DJ963,Grafton Group PLC,6,Ms. Avis Darzins,Avis,,Darzins,NaT,2022-02-01 00:00:00,2022-02-01 00:00:00,Non-Executive Independent Director
GFTU_U.L,Audit,Member,2020-04-29,635400BE9SBAG61DJ963,Grafton Group PLC,7,"Dr. Rosheen McGuckian, Ph.D.",Rosheen,,McGuckian,NaT,2020-01-01 00:00:00,2020-01-01 00:00:00,Non-Executive Independent Director
GFTU_U.L,Audit,Member,2017-12-15,635400BE9SBAG61DJ963,Grafton Group PLC,8,Mrs. Susan Murray,Susan,,Murray,NaT,2016-10-14 00:00:00,2016-10-14 00:00:00,Non-Executive Independent Director
GFTU_U.L,Audit,Chairman,2015-12-31,635400BE9SBAG61DJ963,Grafton Group PLC,9,Mr. Paul Hampden Smith,Paul,Hampden,Smith,NaT,2015-08-27 00:00:00,2017-05-09 00:00:00,Senior Non-Executive Independent Director
GRI.L,Audit,Member,2019-02-06,2138007CEIRKZMNI2979,Grainger PLC,7,Ms. Janette Susan Bell,Janette,Susan,Bell,NaT,2019-02-06 00:00:00,2019-02-06 00:00:00,Non-Executive Independent Director
GRI.L,Audit,Member,,2138007CEIRKZMNI2979,Grainger PLC,8,Ms. Carol Hui,Carol,,Hui,NaT,2021-10-01 00:00:00,2021-10-01 00:00:00,Non-Executive Independent Director
GRI.L,Audit,Chairman,2022-02-01,2138007CEIRKZMNI2979,Grainger PLC,9,Mr. Justin Richard Read,Justin,Richard,Read,NaT,2017-02-13 00:00:00,2022-02-01 00:00:00,Senior Non-Executive Independent Director
GRI.L,Audit,Member,,2138007CEIRKZMNI2979,Grainger PLC,10,Mr. Robert W. I. (Rob) Wilkinson,Robert,W. I.,Wilkinson,NaT,2015-10-01 00:00:00,2015-10-01 00:00:00,Non-Executive Independent Director
GPEG.L,Audit,Member,2021-09-01,213800JMEDD2Q4N1MC42,Great Portland Estates PLC,11,Mr. Mark Anderson,Mark,,Anderson,NaT,2021-09-01 00:00:00,2021-09-01 00:00:00,Non-Executive Independent Director
GPEG.L,Audit,Member,2021-09-01,213800JMEDD2Q4N1MC42,Great Portland Estates PLC,12,Mr. Nick Hampton,Nick,,Hampton,NaT,2016-10-17 00:00:00,2023-03-30 00:00:00,Non-Executive Senior Independent Director
GPEG.L,Audit,Chairman,2021-09-01,213800JMEDD2Q4N1MC42,Great Portland Estates PLC,13,Ms. Victoria (Vicky) Jarman,Victoria,,Jarman,NaT,2020-02-01 00:00:00,2020-02-01 00:00:00,Non-Executive Independent Director
GPEG.L,Audit,Member,2022-08-01,213800JMEDD2Q4N1MC42,Great Portland Estates PLC,14,Ms. Champa Magesh,Champa,,Magesh,NaT,2022-08-01 00:00:00,2022-08-01 00:00:00,Non-Executive Independent Director
GPEG.L,Audit,Member,2022-07-07,213800JMEDD2Q4N1MC42,Great Portland Estates PLC,16,Ms. Emma Woods,Emma,,Woods,NaT,2022-02-01 00:00:00,2022-02-01 00:00:00,Non-Executive Independent Director
UKWG.L,Audit,Member,2019-05-01,213800ZPBBK8H51RX165,Greencoat UK Wind PLC,1,Ms. Lucinda J. Riches,Lucinda,J.,Riches,NaT,2019-05-01 00:00:00,2023-04-28 00:00:00,Non-Executive Independent Chairman of the Board
UKWG.L,Audit,Member,2023-05-01,213800ZPBBK8H51RX165,Greencoat UK Wind PLC,4,Jim Smith,Jim,,Smith,NaT,2023-05-01 00:00:00,2023-05-01 00:00:00,Non-Executive Director
UKWG.L,Audit,Chairman,2020-04-30,213800ZPBBK8H51RX165,Greencoat UK Wind PLC,5,Ms. Caoimhe Giblin,Caoimhe,,Giblin,NaT,2019-09-01 00:00:00,2019-09-01 00:00:00,Non-Executive Independent Director
UKWG.L,Audit,Member,,213800ZPBBK8H51RX165,Greencoat UK Wind PLC,6,Mr. Martin McAdam,Martin,,McAdam,NaT,2015-03-01 00:00:00,2015-03-01 00:00:00,Non-Executive Independent Director
UKWG.L,Audit,Member,2022-01-01,213800ZPBBK8H51RX165,Greencoat UK Wind PLC,7,Mr. Nick Winser,Nick,,Winser,NaT,2022-01-01 00:00:00,2022-01-01 00:00:00,Non-Executive Independent Director
GRG.L,Audit,Member,2021-06-21,213800I71QMUFJ64IW20,Greggs PLC,5,Mr. Mohamed Elsarky,Mohamed,,Elsarky,NaT,2021-06-21 00:00:00,2023-05-17 00:00:00,Non-Executive Director
GRG.L,Audit,Chairman,2019-06-01,213800I71QMUFJ64IW20,Greggs PLC,6,Ms. Catherine Elizabeth (Kate) Ferry,Catherine,Elizabeth,Ferry,NaT,2019-06-01 00:00:00,2019-06-01 00:00:00,Independent Non-Executive Director
GRG.L,Audit,Member,2023-03-07,213800I71QMUFJ64IW20,Greggs PLC,7,Mr. Nigel Mills,Nigel,,Mills,NaT,2023-03-07 00:00:00,2023-05-17 00:00:00,Senior Independent Non-Executive Director
GRG.L,Audit,Member,2022-05-17,213800I71QMUFJ64IW20,Greggs PLC,8,Dr. Lynne Weedall,Lynne,,Weedall,NaT,2022-05-17 00:00:00,2022-05-17 00:00:00,Independent Non-Executive Director
GSK.L,Audit,Member,2022-09-01,5493000HZTVUYLO1D793,GSK plc,16,Ms. Elizabeth McKee (Liz) Anderson,Elizabeth,McKee,Anderson,NaT,2022-09-01 00:00:00,2022-09-01 00:00:00,Independent Non-Executive Director
GSK.L,Audit,Chairman,2021-05-05,5493000HZTVUYLO1D793,GSK plc,17,Mr. Charles A. (Charlie) Bancroft,Charles,A.,Bancroft,NaT,2020-05-01 00:00:00,2022-07-18 00:00:00,Senior Independent Non-Executive Director
GSK.L,Audit,Member,2022-07-18,5493000HZTVUYLO1D793,GSK plc,21,Mr. Urs Rohner,Urs,,Rohner,NaT,2015-01-01 00:00:00,2015-01-01 00:00:00,Independent Non-Executive Director
HLN.L,Audit,Member,,549300PSB3WWEODCUP19,HALEON PLC,7,Mr. Manvinder Singh (Vindi) Banga,Manvinder,Singh,Banga,NaT,NaT,NaT,Senior Non-Executive Independent Director
HLN.L,Audit,Member,,549300PSB3WWEODCUP19,HALEON PLC,8,Ms. Tracy Clarke,Tracy,,Clarke,NaT,NaT,NaT,Non-Executive Independent Director
HLN.L,Audit,Member,,549300PSB3WWEODCUP19,HALEON PLC,9,Dame Vivienne Cox,Vivienne,Vivienne,Cox,NaT,NaT,NaT,Non-Executive Independent Director
HLN.L,Audit,Chairman,,549300PSB3WWEODCUP19,HALEON PLC,11,Ms. Deirdre A. Mahlan,Deirdre,A.,Mahlan,NaT,NaT,NaT,Non-Executive Independent Director
HLMA.L,Audit,Chairman,2018-01-01,2138007FRGLUR9KGBT40,Halma PLC,13,Ms. Carole Cran,Carole,,Cran,NaT,2016-01-01 00:00:00,2016-01-01 00:00:00,Non-Executive Independent Director
HLMA.L,Audit,Member,2016-10-03,2138007FRGLUR9KGBT40,Halma PLC,14,Ms. Jo Harlow,Jo,,Harlow,NaT,2016-10-03 00:00:00,2023-08-01 00:00:00,Senior Non-Executive Independent Director
HLMA.L,Audit,Member,2021-04-01,2138007FRGLUR9KGBT40,Halma PLC,15,Mr. Dharmash Mistry,Dharmash,,Mistry,NaT,2021-04-01 00:00:00,2021-04-01 00:00:00,Non-Executive Independent Director
HLMA.L,Audit,Member,2021-12-01,2138007FRGLUR9KGBT40,Halma PLC,16,"Ms. Sharmila Nebhrajani, OBE",Sharmila,,Nebhrajani,NaT,2021-12-01 00:00:00,2021-12-01 00:00:00,Non-Executive Independent Director
HLMA.L,Audit,Member,,2138007FRGLUR9KGBT40,Halma PLC,18,Mr. Roy M. Twite,Roy,M.,Twite,NaT,2014-07-24 00:00:00,2014-07-24 00:00:00,Non-Executive Independent Director
HMSO.L,Audit,Member,2021-05-05,213800G1C9KKVVDN1A60,Hammerson PLC,5,Mr. Habib Annous,Habib,,Annous,NaT,2021-05-05 00:00:00,2021-05-05 00:00:00,Independent Non-Executive Director
HMSO.L,Audit,Chairman,2022-03-04,213800G1C9KKVVDN1A60,Hammerson PLC,7,Mr. Mike G. Butterworth,Mike,G.,Butterworth,NaT,2021-01-01 00:00:00,2022-04-28 00:00:00,Senior Non-Executive Independent Director
HMSO.L,Audit,Member,2020-01-01,213800G1C9KKVVDN1A60,Hammerson PLC,8,Mr. Adam S. Metz,Adam,S.,Metz,NaT,2019-07-22 00:00:00,2021-01-01 00:00:00,Independent Non-Executive Director
HBR.L,Audit,Chairman,2021-03-31,213800YPC42DYBKVPF97,Harbour Energy PLC,15,Mr. Alan Murray Ferguson,Alan,Murray,Ferguson,NaT,2021-03-31 00:00:00,2021-03-31 00:00:00,Independent Non-Executive Director
HBR.L,Audit,Member,2021-03-31,213800YPC42DYBKVPF97,Harbour Energy PLC,16,Mr. Simon Henry,Simon,,Henry,NaT,2021-03-31 00:00:00,2021-03-31 00:00:00,Senior Independent Non-Executive Director
HRGV.L,Audit,Member,2020-09-01,2138008ZCE93ZDSESG90,Hargreaves Lansdown PLC,6,Ms. Andrea Blance,Andrea,,Blance,NaT,2020-09-01 00:00:00,2020-09-01 00:00:00,Non-Executive Independent Director
HRGV.L,Audit,Chairman,2022-09-01,2138008ZCE93ZDSESG90,Hargreaves Lansdown PLC,11,Mr. Darren Pope,Darren,,Pope,NaT,2022-09-01 00:00:00,2022-09-01 00:00:00,Non-Executive Independent Director
HRGV.L,Audit,Member,,2138008ZCE93ZDSESG90,Hargreaves Lansdown PLC,12,Mr. John Troiano,John,,Troiano,NaT,2020-01-01 00:00:00,2020-01-01 00:00:00,Non-Executive Independent Director
HAYS.L,Audit,Member,2021-12-01,213800QC8AWD4BO8TH08,Hays PLC,5,"Mr. Joe Hurd, J.D.",Joe,,Hurd,NaT,2021-12-01 00:00:00,2021-12-01 00:00:00,Non-Executive Independent Director
HAYS.L,Audit,Member,2019-06-17,213800QC8AWD4BO8TH08,Hays PLC,6,Ms. Cheryl Millington,Cheryl,,Millington,NaT,2019-06-17 00:00:00,2019-06-17 00:00:00,Independent Non-Executive Director
HAYS.L,Audit,Member,2017-07-12,213800QC8AWD4BO8TH08,Hays PLC,7,Mrs. Susan Murray,Susan,,Murray,NaT,2017-07-12 00:00:00,2019-01-01 00:00:00,Independent Non-Executive Director
HAYS.L,Audit,Member,2023-01-01,213800QC8AWD4BO8TH08,Hays PLC,8,Ms. Zarin Patel,Zarin,,Patel,NaT,2023-01-01 00:00:00,2023-01-01 00:00:00,Non-Executive Independent Director
HAYS.L,Audit,Member,2015-12-14,213800QC8AWD4BO8TH08,Hays PLC,9,Ms. Mary Teresa (MT) Rainey,Mary,Teresa,Rainey,NaT,2015-12-14 00:00:00,2015-12-14 00:00:00,Independent Non-Executive Director
HAYS.L,Audit,Chairman,2018-11-14,213800QC8AWD4BO8TH08,Hays PLC,10,"Mr. Peter Williams, J.D.",Peter,,Williams,NaT,2015-02-24 00:00:00,2019-02-19 00:00:00,Senior Independent Non-Executive Director
HTWS.L,Audit,Member,2019-09-12,213800DGC7GS4XCHCU30,Helios Towers PLC,3,Mr. Magnus Mandersson,Magnus,,Mandersson,NaT,2019-09-12 00:00:00,2023-05-18 00:00:00,Independent Non-Executive Deputy Chairman of the Board
HTWS.L,Audit,Chairman,2019-09-12,213800DGC7GS4XCHCU30,Helios Towers PLC,24,Ms. Alison Claire Baker,Alison,Claire,Baker,NaT,2019-09-12 00:00:00,2023-05-18 00:00:00,Senior Independent Non-Executive Director
HTWS.L,Audit,Member,2019-09-12,213800DGC7GS4XCHCU30,Helios Towers PLC,25,Mr. Richard Byrne,Richard,,Byrne,NaT,2010-12-01 00:00:00,2019-09-12 00:00:00,Independent Non-Executive Director
HTWS.L,Audit,Member,,213800DGC7GS4XCHCU30,Helios Towers PLC,26,Ms. Carole Wainaina,Carole,,Wainaina,NaT,2020-08-13 00:00:00,2020-08-13 00:00:00,Independent Non-Executive Director
HSL.L,Audit,Member,2021-05-01,213800NE2NCQ67M2M998,Henderson Smaller Companies Investment Trust PLC,5,Dr. Kevin J. Carter,Kevin,J.,Carter,NaT,2021-05-01 00:00:00,2022-09-30 00:00:00,Senior Non-Executive Independent Director
HSL.L,Audit,Chairman,2019-10-04,213800NE2NCQ67M2M998,Henderson Smaller Companies Investment Trust PLC,7,Ms. Alexandra Jane Mackesy,Alexandra,Jane,Mackesy,NaT,2018-09-14 00:00:00,2018-09-14 00:00:00,Non-Executive Independent Director
HSL.L,Audit,Member,,213800NE2NCQ67M2M998,Henderson Smaller Companies Investment Trust PLC,8,Ms. Victoria Sant,Victoria,,Sant,NaT,2016-09-23 00:00:00,2016-09-23 00:00:00,Non-Executive Independent Director
HSL.L,Audit,Member,2021-03-01,213800NE2NCQ67M2M998,Henderson Smaller Companies Investment Trust PLC,9,Mr. Michael Warren,Michael,,Warren,NaT,2021-03-01 00:00:00,2021-03-01 00:00:00,Non-Executive Independent Director
HGT.L,Audit,Member,2018-03-01,213800J7QUJJBEFSIN38,HgCapital Trust PLC,1,Mr. Jim Strang,Jim,,Strang,NaT,2018-03-01 00:00:00,2020-05-12 00:00:00,Non-Executive Independent Chairman of the Board
HGT.L,Audit,Chairman,,213800J7QUJJBEFSIN38,HgCapital Trust PLC,2,Mr. Richard J. Brooman,Richard,J.,Brooman,NaT,2007-10-11 00:00:00,2007-10-11 00:00:00,Non-Executive Independent Director
HGT.L,Audit,Member,2020-07-01,213800J7QUJJBEFSIN38,HgCapital Trust PLC,3,Ms. Pilar Junco,Pilar,,Junco,NaT,2020-07-01 00:00:00,2020-07-01 00:00:00,Non-Executive Independent Director
HGT.L,Audit,Member,2022-08-01,213800J7QUJJBEFSIN38,HgCapital Trust PLC,4,"Dr. Erika Schraner, Ph.D.",Erika,,Schraner,NaT,2022-08-01 00:00:00,2022-08-01 00:00:00,Non-Executive Independent Director
HGT.L,Audit,Member,2018-03-01,213800J7QUJJBEFSIN38,HgCapital Trust PLC,5,"Mr. Guy Wakeley, Ph.D.",Guy,,Wakeley,NaT,2018-03-01 00:00:00,2018-03-01 00:00:00,Non-Executive Independent Director
HGT.L,Audit,Member,2018-01-01,213800J7QUJJBEFSIN38,HgCapital Trust PLC,6,Mrs. Anne West,Anne,,West,NaT,2014-05-13 00:00:00,2018-01-01 00:00:00,Senior Non-Executive Independent Director
HICL.L,Audit,Chairman,2022-07-01,213800BVXR1E5L7PEV94,HICL Infrastructure PLC,7,Ms. Rita Akushie,Rita,,Akushie,NaT,2020-01-01 00:00:00,2020-01-01 00:00:00,Non-Executive Independent Director
HICL.L,Audit,Member,,213800BVXR1E5L7PEV94,HICL Infrastructure PLC,8,Ms. Elizabeth Marian (Liz) Barber,Elizabeth,Marian,Barber,NaT,2022-07-01 00:00:00,2022-07-01 00:00:00,Non-Executive Independent Director
HICL.L,Audit,Member,2019-04-01,213800BVXR1E5L7PEV94,HICL Infrastructure PLC,9,Ms. Frances Davies,Frances,,Davies,NaT,2019-04-01 00:00:00,2019-04-01 00:00:00,Non-Executive Independent Director
HICL.L,Audit,Member,,213800BVXR1E5L7PEV94,HICL Infrastructure PLC,10,Mr. Simon Holden,Simon,,Holden,NaT,2016-07-01 00:00:00,2016-07-01 00:00:00,Non-Executive Independent Director
HICL.L,Audit,Member,2016-03-01,213800BVXR1E5L7PEV94,HICL Infrastructure PLC,11,Mr. Frank Nelson,Frank,,Nelson,NaT,2014-06-01 00:00:00,2014-06-01 00:00:00,Senior Non-Executive Independent Director
HICL.L,Audit,Member,,213800BVXR1E5L7PEV94,HICL Infrastructure PLC,12,Mr. Martin Pugh,Martin,,Pugh,NaT,2022-09-01 00:00:00,2022-09-01 00:00:00,Non-Executive Independent Director
HICL.L,Audit,Member,,213800BVXR1E5L7PEV94,HICL Infrastructure PLC,13,Mr. Kenneth D. (Ken) Reid,Kenneth,D.,Reid,NaT,2016-09-01 00:00:00,2016-09-01 00:00:00,Non-Executive Independent Director
HIK.L,Audit,Member,2016-03-01,549300BNS685UXH4JI75,Hikma Pharmaceuticals PLC,14,Mr. John J. Castellani,John,J.,Castellani,NaT,2016-03-01 00:00:00,2016-03-01 00:00:00,Non-Executive Independent Director
HIK.L,Audit,Member,2019-06-01,549300BNS685UXH4JI75,Hikma Pharmaceuticals PLC,15,Ms. Cynthia L. (Schwalm) Flowers,Cynthia,L.,Flowers,NaT,2019-06-01 00:00:00,2019-06-01 00:00:00,Non-Executive Independent Director
HIK.L,Audit,Member,2016-10-01,549300BNS685UXH4JI75,Hikma Pharmaceuticals PLC,16,Ms. Nina Henderson,Nina,,Henderson,NaT,2016-10-01 00:00:00,2016-10-01 00:00:00,Non-Executive Independent Director
HIK.L,Audit,Member,2022-11-01,549300BNS685UXH4JI75,Hikma Pharmaceuticals PLC,17,Ms. Victoria Hull,Victoria,,Hull,NaT,2022-11-01 00:00:00,2023-04-28 00:00:00,Senior Non-Executive Independent Director
HIK.L,Audit,Chairman,2020-12-01,549300BNS685UXH4JI75,Hikma Pharmaceuticals PLC,18,Mr. Douglas Malcolm Hurt,Douglas,Malcolm,Hurt,NaT,2020-05-01 00:00:00,2020-05-01 00:00:00,Non-Executive Independent Director
HILS.L,Audit,Member,2022-04-01,2138003A3ISGQZBOWI83,Hill & Smith PLC,4,Mr. Farrokh Batliwala,Farrokh,,Batliwala,NaT,2022-04-01 00:00:00,2022-04-01 00:00:00,Independent Non-Executive Director
HILS.L,Audit,Member,2019-12-02,2138003A3ISGQZBOWI83,Hill & Smith PLC,5,Mr. A J (Tony) Quinlan,A J,,Quinlan,NaT,2019-12-02 00:00:00,2019-12-02 00:00:00,Senior Independent Non-Executive Director
HILS.L,Audit,Member,2019-12-02,2138003A3ISGQZBOWI83,Hill & Smith PLC,6,"Mr. Pete Raby, Ph.D.",Pete,,Raby,NaT,2019-12-02 00:00:00,2019-12-02 00:00:00,Independent Non-Executive Director
HILS.L,Audit,Chairman,2016-11-17,2138003A3ISGQZBOWI83,Hill & Smith PLC,7,Mr. Mark J. Reckitt,Mark,J.,Reckitt,NaT,2016-06-01 00:00:00,2016-06-01 00:00:00,Independent Non-Executive Director
HILS.L,Audit,Member,2021-04-01,2138003A3ISGQZBOWI83,Hill & Smith PLC,8,Ms. Leigh-Ann Russell,Leigh-Ann,,Russell,NaT,2021-04-01 00:00:00,2021-04-01 00:00:00,Independent Non-Executive Director
HFG.L,Audit,Member,2016-03-22,213800JY7VJFS2OOX355,Hilton Food Group PLC,5,Ms. Christine (Chris) Cross,Christine,,Cross,NaT,2016-03-22 00:00:00,2016-03-22 00:00:00,Non-Executive Independent Director
HFG.L,Audit,Chairman,2022-04-01,213800JY7VJFS2OOX355,Hilton Food Group PLC,6,Mrs. Patricia (Patty) Dimond,Patricia,,Dimond,NaT,2022-04-01 00:00:00,2022-04-01 00:00:00,Independent Non-Executive Director
HFG.L,Audit,Member,,213800JY7VJFS2OOX355,Hilton Food Group PLC,7,Dr. Angus Porter,Angus,,Porter,NaT,2018-07-01 00:00:00,2022-05-24 00:00:00,Senior Non-Executive Independent Director
HFG.L,Audit,Member,2020-04-01,213800JY7VJFS2OOX355,Hilton Food Group PLC,8,Ms. Rebecca Shelley,Rebecca,,Shelley,NaT,2020-04-01 00:00:00,2020-04-01 00:00:00,Non-Executive Independent Director
SONG.L,Audit,Member,2018-06-08,213800XJIPNDVKXMOC11,Hipgnosis Songs Fund Ltd,1,Mr. Andrew Sutch,Andrew,,Sutch,NaT,2018-06-08 00:00:00,2018-06-08 00:00:00,Non-Executive Independent Chairman of the Board
SONG.L,Audit,Member,2018-07-30,213800XJIPNDVKXMOC11,Hipgnosis Songs Fund Ltd,3,Mr. Paul Jeffrey Burger,Paul,Jeffrey,Burger,NaT,2018-07-30 00:00:00,2018-07-30 00:00:00,Senior Non-Executive Independent Director
SONG.L,Audit,Member,,213800XJIPNDVKXMOC11,Hipgnosis Songs Fund Ltd,4,Ms. Sylvia Coleman,Sylvia,,Coleman,NaT,2019-11-27 00:00:00,2019-11-27 00:00:00,Non-Executive Independent Director
SONG.L,Audit,Member,2018-06-08,213800XJIPNDVKXMOC11,Hipgnosis Songs Fund Ltd,5,Mr. Simon Holden,Simon,,Holden,NaT,2018-06-08 00:00:00,2018-06-08 00:00:00,Non-Executive Independent Director
SONG.L,Audit,Chairman,2018-06-08,213800XJIPNDVKXMOC11,Hipgnosis Songs Fund Ltd,7,Mr. Andrew James Durham Wilkinson,Andrew,James Durham,Wilkinson,NaT,2018-06-08 00:00:00,2018-06-08 00:00:00,Non-Executive Independent Director
HSX.L,Audit,Chairman,2021-11-22,5493007JXOLJ0QCY2D70,Hiscox Ltd,15,Ms. Donna Demaio,Donna,,Demaio,NaT,2021-11-22 00:00:00,2021-11-22 00:00:00,Non-Executive Independent Director
HSX.L,Audit,Member,,5493007JXOLJ0QCY2D70,Hiscox Ltd,16,Mr. Michael J. Goodwin,Michael,J.,Goodwin,NaT,2017-11-16 00:00:00,2017-11-16 00:00:00,Non-Executive Independent Director
HSX.L,Audit,Member,,5493007JXOLJ0QCY2D70,Hiscox Ltd,17,Mr. Thomas Hurlimann,Thomas,,Hurlimann,NaT,2017-11-16 00:00:00,2017-11-16 00:00:00,Non-Executive Independent Director
HSX.L,Audit,Member,,5493007JXOLJ0QCY2D70,Hiscox Ltd,18,Mr. Colin Denis Keogh,Colin,Denis,Keogh,NaT,2015-11-19 00:00:00,2015-11-19 00:00:00,Senior Non-Executive Independent Director
HSX.L,Audit,Member,2015-05-20,5493007JXOLJ0QCY2D70,Hiscox Ltd,19,Ms. Anne Macdonald,Anne,,Macdonald,NaT,2015-05-20 00:00:00,2015-05-20 00:00:00,Non-Executive Independent Director
HSX.L,Audit,Member,,5493007JXOLJ0QCY2D70,Hiscox Ltd,20,Mr. Constantinos Miranthis,Constantinos,,Miranthis,NaT,2017-11-16 00:00:00,2017-11-16 00:00:00,Non-Executive Independent Director
HSX.L,Audit,Member,,5493007JXOLJ0QCY2D70,Hiscox Ltd,21,Ms. Lynn R. Pike,Lynn,R.,Pike,NaT,2015-05-20 00:00:00,2016-05-20 00:00:00,Non-Executive Independent Director
HRI.L,Audit,Chairman,2018-12-01,213800U7G1ROCTJYRR70,Herald Investment Trust PLC,2,Ms. Stephanie Eastment,Stephanie,,Eastment,NaT,2018-12-01 00:00:00,2018-12-01 00:00:00,Non-Executive Independent Director
